id,Question,Option,Answer,subject,group
12082,"A defendant was charged with illegally selling arms to a foreign country without a government license. During the trial, the defendant admitted selling the weapons, which included missiles, rocket launchers, bazookas, and ammunition, to agents of the foreign country. In his defense, however, the defendant testified that he did not sell the arms as a private citizen, but rather for his employer, a federal agency. In rebutting the defendant's testimony, the government called a high-ranking official from the federal agency to the stand. He testified that if the defendant were, in fact, a member of the agency, that information would ordinarily be contained in the agency's employment records. Asked whether the defendant's employment records were on file with the agency, the official then testified, ""I have searched the agency employment records diligently, but I haven't found any documentation that the defendant was employed by the agency. ""Upon objection by the defendant's attorney, the official's testimony is","A. admissible, because it shows the absence of an entry in the record of a public agency.
B. admissible, because the official had firsthand knowledge of the information contained in the agency's employment records.
C. inadmissible, because it is hearsay not within any recognized exception.
D. inadmissible, because the agency employment records are the best evidence to substantiate whether the defendant was actually in the employ of the governmental intelligence agency.",A,professional_law,humanities
10411,Star Co. is a retail store specializing in contemporary furniture. The following information is taken from Star's June budget: Sales $540000 Cost of goods sold 300000 Merchandise inventory‚ÄìJune 1 150000 Merchandise inventory‚ÄìJune 30 180000 Accounts payable for purchases‚ÄìJune 1 85000 Accounts payable for purchases‚ÄìJune 30 75000 What amount should Star budget for cash disbursements for June purchases?,"A. $260,000
B. $280,000
C. $320,000
D. 340000",D,professional_accounting,other
4557,"Which of the following correctly illustrates why price (P) equals marginal revenue (MR) under perfect competition, and why price (P) is greater than marginal revenue under monopoly or imperfect competition? I. MR = P = demand on horizontal function for perfect competition. II. P > MR as downward sloping functions for imperfect competition. III. Demand and Price are represented as a vertical function for imperfect competition.","A. I, II, and III.
B. I and II.
C. I only.
D. I and III.",B,high_school_microeconomics,social_sciences
13263,What are the main criticisms of the realist argument against humanitarian intervention?,"A. Realist opposition to humanitarian intervention is based on assumptions that states will protect their citizens.
B. The realist position overlooks the responsibilities that are inherent to sovereignty.
C. Critics of humanitarian intervention overlook the wide body of international law relating to basic human rights and the consensus on grave crimes such as genocide.
D. All of these options.",D,security_studies,social_sciences
1919,"Which of the following statements are true concerning the autocorrelation function (acf) and partial autocorrelation function (pacf)?

i) The acf and pacf will always be identical at lag one whatever the model

ii) The pacf for an MA(q) model will in general be non-zero beyond lag q

iii) The pacf for an AR(p) model will be zero beyond lag p

iv) The acf and pacf will be the same at lag two for an MA(1) model","A. (ii) and (iv) only
B. (i) and (iii) only
C. (i), (ii), and (iii) only
D. (i), (ii), (iii), and (iv)",C,econometrics,social_sciences
8506," Van den Haag responds to the ""miscarriages of justice"" objection by claiming that","A. miscarriages of justice are offset by the moral benefits and usefulness of doing justice.
B. there have been no miscarriages of justice, in the sense used in the objection.
C. miscarriages of justice are inevitable and so irrelevant.
D. none of the above",A,moral_disputes,humanities
7725,Which of the following best defines federalism?,"A. A government in which the political leader is also the religious leader
B. The concentration of government power in the hands of a small group of people
C. The division of national power into different branches of government
D. The division of a country's power into national and subnational units",D,miscellaneous,other
3264,"A search engine has a trend-tracking feature that provides information on how popular a search term is. The data can be filtered by geographic region, date, and category. Categories include arts and entertainment, computers and electronics, games, news, people and society, shopping, sports, and travel. Which of the following questions is LEAST likely to be answerable using the trends feature?","A. In what month does a particular sport receive the most searches?
B. In which political candidates are people interested?
C. What is the cost of a certain electronics product?
D. Which region of the country has the greatest number of people searching for opera performances?",C,high_school_computer_science,stem
7610,Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,"A. Concentric circles
B. K-W-L chart
C. Book pass
D. Reciprocal teaching",B,miscellaneous,other
1984,Voltage controlled oscillators are used commonly in,"A. Pulse Modulators Frequency Modulators Phase Clocked loops
B. Frequency Modulators
C. Phase Clocked loops
D. All the above",D,electrical_engineering,stem
2557," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China promotes human rights given that South Africa doesn't supply diamonds.","A. (E ⊃ F) ∨ (C ≡ ~S)
B. (F ⊃ E) ∨ (~S ≡ C)
C. (E ⊃ F) ∨ (S ⊃~C)
D. (F ⊃ E) ∨ (~S ⊃ C)",D,formal_logic,humanities
2317,Which algebraic expression represents four times the quantity 22 less than x?,"A. 4(x – 22)
B. (4 • 22) – x
C. 4(22 – x)
D. (x • 4) – 22",A,elementary_mathematics,stem
3699,Which of the following is generally understood to be the purpose of the Tenth Amendment to the Constitution?,"A. It allows for trial by jury in common-law cases.
B. It grants voting rights to all American women.
C. It lowers the legal voting age from 21 to 18.
D. It reserves powers to the states.",D,high_school_government_and_politics,social_sciences
4707,"If Matt's total utility from consuming bratwurst increased at a constant rate, no matter how many bratwurst Matt consumed, what would Matt's demand curve for bratwurst look like?","A. Vertical
B. Horizontal
C. Downward sloping
D. Upward sloping",B,high_school_microeconomics,social_sciences
1698,Polarization is a property of,"A. transverse waves.
B. longitudinal waves.
C. all waves.
D. None of these.",A,conceptual_physics,stem
10883,Which of the following offers for the sale of widgets is not enforceable if the seller changes his mind prior to acceptance?,"A. A merchant tells buyer in writing she will sell the widget for $35,000 and that the offer will be irrevocable for ten days.
B. A merchant writes buyer offering to sell the widget for $35,000.
C. A merchant telegraphs buyer offering to sell the widget for $35,000 and promises to hold the offer open for ten days.
D. A merchant writes buyer offering to sell the widget for $35,000 and stating that the offer will be irrevocable for ten days if buyer will pay $1.00. Buyer pays.",B,professional_law,humanities
10877,"A professor employed by a state university is a well- known critic of foreign policy and has sometimes publicly stated that he wished for the United States to suffer some collective political tragedy in retribution for all the harms it does to the world. The professor was recently involved in a highly visible political protest against the government. The police eventually shut down the protest because they felt that it was becoming unruly. A television crew covered the entire rally. On the six o'clock news that evening, the film of the protest rally was shown during the broadcast. A news anchorman then made the following commentary: ""It's a shame that public funds are spent to pay the salaries of such university professors, who are not grateful for what this country has done for them. In my opinion, these people like the professor should be deported. ""If the professor asserts a claim based on invasion of privacy against the television station and the anchorman for his television commentary, the most likely result is that the professor will","A. not prevail, because the criticism was not directed at the professor personally.
B. not prevail, because the broadcast was privileged as being in the public interest.
C. prevail, because the professor, as a private individual, was placed in a false light.
D. prevail, because the comments were made with actual malice.",B,professional_law,humanities
9917,"Nussbaum claims that in cross-cultural communication, inhabitants of different conceptual schemes tend to view their interaction:","A. in a relativist way.
B. in an absolutist way.
C. in a Kantian way.
D. in an Aristotelian way.",D,philosophy,humanities
8881,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the metal pieces into the washing machine. Scenario 2 | I poured a cup of hot coffee for my baby.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",A,moral_scenarios,humanities
6801,False analogy is another name for which fallacy?,"A. Over generalization
B. Composition
C. Concomitant variation
D. Imperfect analogy",D,logical_fallacies,humanities
13034,"A psychologist is the supervisor of several interns at a community hospital in a small town and notices that one of the interns seems unenthusiastic and depressed. When he talks to her, she tells him that she’s been very unhappy lately and feels she has no one to turn to. The intern asks the psychologist to see her in therapy, and he agrees to do so. The psychologist has acted:","A. unethically by agreeing to get involved in a dual relationship.
B. unethically by violating the intern''s right to privacy.
C. ethically because they are working in a community hospital in a small town.
D. ethically because the intern is in desperate need of help.",A,professional_psychology,social_sciences
12078,"A man is on trial for securities fraud. He takes the stand to testify in his own behalf. On direct examination, the man's attorney proffers evidence of his good character. Upon objection by the prosecution, which of the following statements is correct?","A. The defendant may introduce evidence to show truthfulness.
B. The defendant may introduce evidence to show honesty.
C. The defendant may not introduce evidence to show honesty because character evidence is inadmissible.
D. The defendant may not introduce evidence of truthfulness unless it is inquired into on cross- examination.",B,professional_law,humanities
548,Which of the following is true about possible rectal findings?,"A. The finding of a palpable median groove in the prostate is an adverse finding
B. Impacted faeces can sometimes be mistaken for a rectal tumour
C. A thrombosed haemorrhoid is painless
D. Peri-anal warts can only be demonstrated on proctoscopy",B,clinical_knowledge,other
4456,What is the smallest positive integer $n$ such that $\frac{1}{n}$ is a terminating decimal and $n$ contains the digit 9?,"A. 32
B. 64
C. 4096
D. 256",C,high_school_mathematics,stem
1958,A D-flip-flop is said to be transparent when,"A. the output is LOW
B. the output is HIGH
C. the output follows clock
D. the output follow input",D,electrical_engineering,stem
7634,Who is an archenemy of the cartoon superhero Underdog?,"A. OverCat
B. Muttley
C. Mr Whoopie
D. Dick Dastardly",A,miscellaneous,other
11190,"A driver and passenger were driving to work in the former's automobile one morning. As they were traveling at a speed of 20 m. p. h. (which was within the posted speed limit), the passenger suddenly pointed to an overturned vehicle along the side of the highway and said, ""Look at that car upside down. "" The driver turned to look at the overturned vehicle. As he was looking toward the side of the road, the driver failed to see an abandoned vehicle with a flat tire in the highway about 200 feet in front of his approaching auto. Seconds later, the driver crashed into the rear of the abandoned auto and was injured. The jurisdiction has a relevant comparative negligence statute in effect. If the driver asserts a claim against the owner of the abandoned auto, the most likely result is that the driver will","A. recover all of his damages, because the defendant created a dangerous condition.
B. recover only a portion of damages, because the abandoned auto was in plain view.
C. recover nothing, because he had the last clear chance to avoid the collision.
D. recover nothing, because the passenger's act was a supervening cause.",B,professional_law,humanities
7908,Which of the following is a type of bacterium that produces a toxin in food under anaerobic conditions?,"A. Clostridium botulinum
B. Clostridium tetani
C. Mycobacterium bovis
D. Staphylococcus aureus",A,miscellaneous,other
12571,"Dr. A. Praise is hired to perform a court-ordered evaluation of a defendant in a criminal case. She discusses the purpose of the evaluation with the defendant who then says he does not want to cooperate. According to the Specialty Guidelines for Forensic Psychology, Dr. Praise should:","A. remind the defendant that he has no choice since the evaluation is court-ordered.
B. refuse to conduct the evaluation unless she obtains a signed consent from the defendant.
C. refuse to conduct the evaluation unless she obtains a signed consent from the defendants attorney.
D. postpone the evaluation and advise the defendant to contact his attorney.",D,professional_psychology,social_sciences
13331,What would be the policy implications of a hierarchical vision of TNC?,"A. Hierarchical forms of transnational criminal activity are primarily territorially affiliated to a particular state / ethnic-cultural group and have limited transnational potential.
B. The hierarchical analysts believe that generally there has been a tendency of officials to have over-inflated the estimation of the levels of violence and wealth generated by their activities. If the wealth is not as great as is widely believed, their threat to the licit economy is vastly reduced.
C. Hierarchical forms of organization are highly adaptable and small fluid groups enable a pronounced degree of resilience (attributable to the logic of supply rising to meet demand) against law enforcement efforts confined to rigid ranking of cooperation.
D. Hierarchical groups pose a serious degree of harm by their profit-driven crimes under centralized leadership. Targeting the proceeds or leadership would therefore produce a reduction in their threat on the legitimate economy.",D,security_studies,social_sciences
13864,What is the morphology of the Dane particle?,"A. Double shelled icosahedron
B. Lipid membrane free icosahedron
C. Flexuous and filamentous morphology
D. Numerous small particles",C,virology,other
9627,"The WHO made a strong recommendation that the maximum intake of free sugars by individuals within populations should be
","A. <5%
B. 5-10%
C. <10%
D. >10%",C,nutrition,other
5402,A longitudinal study would be useful in assessing which of the following?,"A. Age differences
B. Gender differences
C. Cultural environments
D. Changes in behavior over time",D,high_school_psychology,social_sciences
3728,All of the following statements about gerrymandering are true EXCEPT that it,"A. favors incumbent candidates over challengers
B. can divide like-minded voters into several districts to reduce their influence
C. has been allowed by the Supreme Court in some instances
D. increases the control voters have over their elected officials",D,high_school_government_and_politics,social_sciences
3418,"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&….A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&…[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&….
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&….She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&….We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of","A. demonstrating high social status through large vocabulary
B. exploiting naval power to European nation-states
C. drawing universal conclusions from a wide range of concrete data
D. using cause-and-effect to systematize the understanding of human behavior",D,high_school_european_history,humanities
5315,"Although Jen is a very bright four-year-old, she doesn't think her mother's sister has any sisters. This lack of understanding reflects","A. conservation
B. introspection
C. transposition
D. egocentrism",D,high_school_psychology,social_sciences
7786,In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,"A. the umpire
B. the home team
C. the bat boy
D. Mighty Casey",B,miscellaneous,other
13834,Chikungunya has spread widely from Asia and Africa into the Caribbean in recent years. This has been mainly facilitated by:,"A. Mutation in the virus allowing replication in the mosquito Aedes albopictus
B. Air Travel
C. Climate change
D. Poor mosquito control and the absence of DTT",A,virology,other
264,The terrestrial planet cores contain mostly metal because,"A. the entire planets are made mostly of metal.
B. metals condensed first in the solar nebula and the rocks then accreted around them.
C. metals sank to the center during a time when the interiors were molten throughout.
D. radioactivity created metals in the core from the decay of uranium.",C,astronomy,stem
1209,The maximum sustainable power:,"A. usually remains constant during a race.
B. declines with the distance of the race.
C. is improved by a high fat diet.
D. is inversely related to muscle glycogen content.",B,college_medicine,other
3299,"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&….
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
A similar fondness for entertainment amongst the nobility was taken to its most outrageous degree in which of the following eras and places?","A. Sixteenth-century Spain
B. Seventeenth-century Netherlands
C. Eighteenth-century France
D. Nineteenth-century Prussia",D,high_school_european_history,humanities
3001,"Which pair of reactants will have no net ionic equation (that is, all the ions cancel)?","A. Na2SO3 + FeCl2
B. CaCl2 + MnSO4
C. NH4I + Pb(NO3)2
D. KOH + HClO4",B,high_school_chemistry,stem
10891,"A female employee was fired as an executive assistant at a time when she was seven months pregnant. She brought a Title VII civil rights action in federal court for gender discrimination against the employer. At trial, a former co-worker of the woman was not allowed to testify that she heard the human relations manager saying in an informal meeting that the plaintiff and her predecessor were both fired due to what the manager described as ""pregnancy complications."" The proposed witness had been a vice-president of the company and a close adviser to the president. Without the benefit of that vital testimony, the jury entered a verdict for the defendant employer. On appeal, the plaintiff argued that the testimony should have been allowed and that it was not hearsay under the federal rules. Will the court likely grant the appeal, and order a new trial?","A. No, because the statement is clearly hearsay with no exception to the hearsay rule being applicable.
B. No, because it was based on things that the co-worker heard from others, making double-hearsay that is never admissible.
C. Yes, because that kind of testimony is reliable and not excludable as hearsay.
D. Yes, because it was admissible under the ""spontaneous utterance"" exception to the hearsay rules.",C,professional_law,humanities
9798,Cicero argues that we will never go morally astray if we:,"A. follow our conscience.
B. follow the laws.
C. follow religious edicts.
D. follow Nature as our guide.",D,philosophy,humanities
9341,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave a loaf of bread to my starving neighbor. Scenario 2 | I could only grab one thing before the tornado hit, so I grabbed my puppy and left my Picasso.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",D,moral_scenarios,humanities
10940,"In a trial of a defendant for armed bank robbery, the prosecutor presented overwhelming evidence of guilt. Three tellers identified the defendant as the robber, a latent fingerprint found on the bank counter linked the defendant to the scene, and bank money had been found in the defendant's car. The police had arrested the defendant immediately after the robbery, as the defendant was driving away from the bank. the bank. When the prosecution rested its case, the judge directed the jury to return a verdict of guilty. The defense attorney did not object at the time. The jury withdrew, discussed the case, and agreed to a guilty verdict. The jury returned to the courtroom and announced the guilty verdict. The defense attorney then voiced an objection to the judge's having directed the verdict. The court overruled the objection and sentenced the defendant to 20 years in prison. On appeal, what should the appellate court do?","A. Affirm the conviction, because the defense attorney failed to timely object to the judge's action.
B. Affirm the conviction, because the prosecution presented both circumstantial and direct evidence conclusively establishing the defendant's guilt.
C. Reverse the conviction, because the defense attorney's failure to timely object to the judge's action constituted ineffective assistance of counsel.
D. Reverse the conviction, because the judge's action in directing the verdict denied the defendant his constitutional right to a trial by jury.",D,professional_law,humanities
9768,Gauthier claims that there is nothing for practical rationality to be besides:,"A. moral justification.
B. deliberative justification.
C. epistemic justification.
D. an illusion.",B,philosophy,humanities
5159,Which of the following statistical procedures consists of systematically combining data from multiple studies focusing on the same question and using similar variables?,"A. Analysis of variance
B. Analysis of difference scores
C. Multiple regression
D. Meta-analysis",D,high_school_psychology,social_sciences
11684,"A housing corporation owned a tract of land. The housing corporation prepared a development plan to divide the land into 100 lots and create a residential community on the tract. The Declaration of Covenants created the homeowners' association, an administrative entity that would administer and enforce the regulations and restrictions recited among the covenants. One of the restrictions set forth in the Declaration of Covenants reads:""There shall never at any time be erected, permitted, or maintained upon any part of the property any structure designed for or used as a saloon or place for the sale or manufacture of malt, vinous, or spirituous liquors. ""The Declaration of Covenants was duly recorded and was included in the deed taken by a teacher when he purchased lot 62 in the development. The teacher immediately recorded his deed. The teacher leased his home to a librarian for a term of one year. The lease included the same restrictions as those in the Declaration of Covenants and in the teacher's deed. The librarian immediately began to sell liquor on the premises during weekly ""after hours"" parties. The homeowners' association sues the librarian in an action for damages. Which of the following is the best argument for the librarian?","A. The rule in Spencer's Case prevents the librarian from being liable.
B. The librarian is not in privity of contract with the homeowners' association.
C. The librarian is not in privity of estate with the teacher.
D. Other lots in the immediate vicinity are used for commercial purposes.",B,professional_law,humanities
6136,Changes in the reproductive system are more _____ for men but not for women,"A. Mechanistic
B. Continuous
C. Organismic
D. Nurturant",B,human_aging,other
1274,"A scientist, using electrodes, is stimulating a group of neurons in the hypothalamus and recording their membrane potential changes. She observes a sharp rise in membrane potential when she first stimulates them, the the difference of 100mV. When she tries another stimulation immediately after the first, there is no response. However, when she increase the amount of voltage she supplies to the second shock, she observes a similar response to the first. What time period of stimulation would the second shock be characterized in regards to membrane potential?","A. Depolarization
B. Repolarization
C. Hyperpolarization
D. Resting potential",C,college_medicine,other
8147,How much angular momentum did Hurricane Florence have when it hit land?,"A. L = 10^16 kg * m^2 / s
B. L = 10^19 kg * m^2 / s
C. L = 10^22 kg * m^2 / s
D. L = 10^25 kg * m^2 / s",B,miscellaneous,other
5622,"To determine the average number of children living in single-family homes, a researcher picks a simple random sample of 50 such homes. However, even after one follow-up visit the interviewer is unable to make contact with anyone in 8 of these homes. Concerned about nonresponse bias, the researcher picks another simple random sample and instructs the interviewer to keep trying until contact is made with someone in a total of 50 homes. The average number of children is determined to be 1.73. Is this estimate probably too low or too high?","A. Too low, because of undercoverage bias.
B. Too low, because convenience samples overestimate average results.
C. Too high, because of undercoverage bias.
D. Too high, because convenience samples overestimate average results.",C,high_school_statistics,stem
12967,"According to Freud's notion of______, dreams and slips of the tongue are meaningful goal-directed phenomena.","A. psychic dynamogenesis
B. reciprocal determinism
C. psychic determinism
D. ptyalism",C,professional_psychology,social_sciences
13283,Which of the following statements is not applicable to the Securitization process?,"A. Securitization reveals the power of the securitizing actor.
B. Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.
C. The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.
D. Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.",C,security_studies,social_sciences
8664,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to give her the medication because I knew she was allergic to it. Scenario 2 | I helped him in academics by editing his paper.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",B,moral_scenarios,humanities
1035,"Of the following, which best characterizes computers that use memory-mapped I/O?","A. The computer provides special instructions for manipulating I/O ports.
B. I/O ports are placed at addresses on the bus and are accessed just like other memory locations.
C. To perform an I/O operation, it is sufficient to place the data in an address register and call the channel to perform the operation.
D. Ports are referenced only by memory-mapped instructions of the computer and are located at hardwired memory locations.",B,college_computer_science,stem
6249,The main reason given by men and women for their long lasting marriage is that,"A. They are best friends
B. They must fulfill their vows
C. They agree on almost everything
D. They owe it to their children",A,human_aging,other
4444,What is the range of the function y = 5 + 3 * sin(pi – x)?,"A. –3 ≤ y ≤ 3
B. –2 ≤ y ≤ 8
C. 0 ≤ y ≤ 6
D. 2 ≤ y ≤ 8",D,high_school_mathematics,stem
1452,"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following?","A. 588 Hz
B. 594 Hz
C. 600 Hz
D. 612 Hz",D,college_physics,stem
132,At which of the following locations does bile enter the digestive tract?,"A. Gastroesophageal sphincter
B. Duodenum
C. Ileocecum
D. Jejunum",B,anatomy,other
9939,Traditionally art has been defined as _____.,"A. wealth
B. utility
C. representation
D. well being",C,philosophy,humanities
6991,What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,"A. Group roles
B. Virtual teamwork
C. Synergy
D. Role making",A,management,other
808,"Nerve outgrowth from a developing neuron begins at the growth cone, located at the tip of the axon. Microspikes of the growth cone extend and retract in order to move the growth cone forward. Exposure of the neuron to cytochasalin B at this stage of development causes","A. microtubules in the axon to undergo reversible dissociation
B. microtubules in the axon to undergo irreversible dissociation
C. microfilaments in the microspike to undergo reversible depolymerization
D. microfilaments in the microspike to undergo irreversible depolymerization",C,college_biology,stem
3128,"Atoms of four elements are examined: carbon, nitrogen, neon, and sulfur. Atoms of which element would have the strongest magnetic moment?","A. Carbon
B. Nitrogen
C. Neon
D. Sulfur",B,high_school_chemistry,stem
4632,The price elasticity of demand for a product is greater if,"A. the proportion of the good of the consumer's budget is high.
B. the period of time to respond to a price change is short.
C. the number of substitute products is limited.
D. the product is a necessity.",A,high_school_microeconomics,social_sciences
9829,"According to Bentham, a moral sanction is:","A. pleasure or pain inflicted by chance members of the community.
B. pleasure or pain inflicted by a judge in accordance with a rule.
C. pleasure or pain that it is permissible to inflict on someone.
D. none of the above.",A,philosophy,humanities
6366,Which of the following is removed when a male is circumcised?,"A. sunna
B. corpus spongiosum
C. septum
D. prepuce",D,human_sexuality,social_sciences
3068,"Hypochlorous acid is an unstable compound, and one of the decomposition products is chlorine gas, Cl2. The decomposition of the acid lowers its concentration over time. What effect will the decomposition of one-fourth of the acid have on the agreement between the endpoint of the titration and the equivalence point during a titration with standard sodium hydroxide?","A. The endpoint would still remain near the ideal equivalence point.
B. The endpoint would be after the ideal equivalence point.
C. The endpoint would be before the ideal equivalence point.
D. It is impossible to determine.",C,high_school_chemistry,stem
1225,"A common heart defect in humans is a ventricular septal defect, in which there is a hole in the septum between the right and left ventricles. If a patient were to have this defect, which of the following statements is correct?","A. The percentage of oxygen in the left atrium would be lower.
B. The percentage of CO2 in the right ventricle would be higher.
C. The percentage of oxygen in the right atrium would be lower.
D. The percentage of oxygen in the right ventricle would be higher.",D,college_medicine,other
10619,Which of the following items is not subject to the application of intraperiod income tax allocation?,"A. Discontinued operations
B. Income from continuing operations.
C. Extraordinary gains and losses
D. Operating income.",D,professional_accounting,other
3063,"Formation of a solution can often be visualized as a three-step process. Step 1. Solvent molecules are separated from each other to make space for the solute. Step 2. Solute molecules are separated so they fit into spaces in the solvent. Step 3. Separated solute and solvent are brought together, filling in the spaces. Which of the following statements about the energy involved in the above is correct?","A. Steps 1 and 2 are exothermic, and step 3 is endothermic.
B. Steps 1 and 2 are endothermic, and step 3 is exothermic.
C. All three steps are exothermic.
D. All three steps are endothermic.",B,high_school_chemistry,stem
9203,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw a flat stone deftly toward the window. Scenario 2 | I tossed a raft into the swimming pool.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",B,moral_scenarios,humanities
7659,Who was on the $500 bill?,"A. Calvin Coolidge
B. Andrew Jackson
C. Aaron Burr
D. William McKinley",D,miscellaneous,other
11920,"After two men robbed a local bank, they left the bank and went in different directions with a plan to meet three days later at the train station. Two days after the robbeiy, one of the men was involved in an auto accident. The man was rushed to the hospital and taken to the x-ray room. A doctor positioned the man so that the x-ray technician would be able to take x-rays of his lower back area. Based on the man's complaints about the area of pain, the doctor stated, ""It seems as if you might have a fractured pelvis. If you do, you'll have to stay in bed for several weeks. "" The man responded that he couldn't do that because he had to meet the other man tomorrow. A technician who was in the room at the time overheard the man's response to the doctor. Subsequently, both men are charged with robbery and conspiracy. At the man's trial, as evidence of a conspiracy, the prosecution attempts to introduce the doctor's testimony that the man said, ""I have to meet the other man tomorrow. "" The defense objects. This evidence is","A. inadmissible, because it violates the physician- patient privilege.
B. admissible, because the technician overheard the conversation.
C. admissible, because of the nature of the man's statements.
D. admissible, because the statement was not confidential, under the circumstances.",C,professional_law,humanities
7944,Which of the following charts is used in advanced manufacturing to record results data for a preproduction process?,"A. R chart
B. Run chart
C. X-bar chart
D. Pareto chart",B,miscellaneous,other
13800,What is the most important factor for virus classification?,"A. The geometry of the virus
B. How many proteins the virus has
C. The disease a virus causes
D. Chemistry of the DNA and RNA",D,virology,other
9893,"According to Locke, every man, by consenting with others to make one body politic under one government, puts himself under an obligation to everyone of that society to submit to the determination of_____.","A. the majority
B. the king
C. the judges
D. his own will",A,philosophy,humanities
9074,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I volunteer at the vet clinic because I enjoy helping animals that are suffering. Scenario 2 | I removed his tonsils with a rusty fork.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",C,moral_scenarios,humanities
13982, What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,"A. Hizmet
B. Nation of Islam
C. Muslim Brotherhood
D. Sufism",A,world_religions,humanities
